store_id,sale_date,gross_sales,net_sales,digital_sales,in_store_sales,transaction_count
S008,2023-12-09,13267.99,12178.1,3249.17,8928.92,938
S009,2023-12-09,17434.71,16319.87,4167.6,12152.26,1147
S010,2023-12-09,21554.21,19883.37,4381.09,15502.27,1461
S011,2023-12-09,12719.44,11810.83,2309.07,9501.76,974
S012,2023-12-09,15506.24,14281.82,3977.77,10304.05,1066
S013,2023-12-09,19740.6,18127.88,3959.2,14168.68,1261
S014,2023-12-09,20851.92,19166.22,4757.67,14408.55,1352
S015,2023-12-09,22853.16,20813.97,3960.99,16852.99,1719
S016,2023-12-09,18605.88,17030.25,4477.63,12552.63,1402
S017,2023-12-09,20948.86,19204.04,4115.89,15088.15,1525
S018,2023-12-09,18629.44,17270.02,3469.54,13800.49,1308
S019,2023-12-09,17631.52,16289.74,4454.3,11835.44,1277
S020,2023-12-09,19168.92,17990.51,4674.9,13315.6,1457
S021,2023-12-09,17366.26,16118.43,4110.3,12008.14,1021
S022,2023-12-09,23275.48,21181.33,5315.07,15866.26,1499
S023,2023-12-09,15235.98,14237.37,2987.78,11249.59,1015
S024,2023-12-09,13823.98,12736.8,2614.04,10122.76,872
S025,2023-12-09,13098.14,12071.49,3199.95,8871.55,793
S026,2023-12-09,11963.56,11045.11,2754.47,8290.64,741
S027,2023-12-09,17808.83,16359.67,4347.33,12012.34,1188
S028,2023-12-09,17633.77,16469.63,4444.75,12024.88,1161
S029,2023-12-09,12723.75,11844.57,2948.41,8896.17,802
S030,2023-12-09,16143.63,15069.33,3248.0,11821.33,1109
S031,2023-12-09,11275.3,10310.05,2812.24,7497.81,662
S032,2023-12-09,14165.41,13002.31,3207.36,9794.94,869
S033,2023-12-09,11340.92,10443.39,2592.96,7850.43,694
S034,2023-12-09,16528.32,15277.87,3297.8,11980.07,1005
S035,2023-12-09,17212.98,15850.82,3744.46,12106.36,1071
S036,2023-12-09,12913.87,12031.6,2751.95,9279.64,935
S037,2023-12-09,15162.38,13958.68,3852.61,10106.07,924
S038,2023-12-09,17507.06,16066.04,4145.72,11920.32,1134
S039,2023-12-09,20606.84,19262.94,4162.63,15100.31,1554
S040,2023-12-09,22513.8,21148.31,5441.36,15706.95,1461
S041,2023-12-09,19279.75,17954.77,4712.49,13242.28,1185
S042,2023-12-09,15436.66,14348.26,3222.15,11126.11,1176
S043,2023-12-09,18269.18,16963.48,3781.87,13181.61,1066
S044,2023-12-09,18733.24,17264.33,3504.41,13759.92,1144
S045,2023-12-09,15015.83,14108.57,3344.13,10764.44,1137
S046,2023-12-09,17564.47,16070.93,4071.19,11999.74,1114
S047,2023-12-09,14050.2,13201.27,3822.49,9378.78,985
S048,2023-12-09,13744.96,12878.18,3129.35,9748.83,971
S049,2023-12-09,18187.72,17075.17,4760.47,12314.7,1089
S050,2023-12-09,13296.18,12366.75,3314.34,9052.41,1021
S001,2023-12-10,14356.18,13384.94,3476.64,9908.29,920
S002,2023-12-10,15050.49,14090.07,3166.7,10923.37,1171
S003,2023-12-10,11160.37,10467.55,2653.11,7814.45,825
S004,2023-12-10,21113.61,19806.18,3887.65,15918.53,1440
S005,2023-12-10,18072.23,16597.02,3929.31,12667.71,1283
S006,2023-12-10,23020.48,21217.74,5660.7,15557.04,1543
S007,2023-12-10,15303.89,13987.89,3626.19,10361.7,1111
S008,2023-12-10,13029.59,12163.88,2950.68,9213.19,764
S009,2023-12-10,16369.14,15378.53,3345.02,12033.5,1136
S010,2023-12-10,22513.61,20925.51,4980.69,15944.81,1616
S011,2023-12-10,12043.64,10981.77,2535.41,8446.36,697
S012,2023-12-10,15545.28,14593.87,4083.64,10510.24,1214
S013,2023-12-10,17689.63,16457.58,3560.0,12897.58,1058
S014,2023-12-10,22799.19,21245.78,5906.81,15338.97,1671
S015,2023-12-10,22422.4,20483.48,5727.71,14755.78,1393
S016,2023-12-10,17615.8,16458.47,3470.28,12988.19,1279
S017,2023-12-10,18977.06,17677.34,3524.44,14152.9,1271
S018,2023-12-10,19035.76,17645.44,4657.99,12987.46,1321
S019,2023-12-10,16570.67,15314.41,3146.66,12167.76,1038
S020,2023-12-10,18695.52,17277.95,4144.54,13133.41,1142
S021,2023-12-10,15244.92,14301.32,3440.42,10860.9,994
S022,2023-12-10,21510.71,19623.96,4391.06,15232.9,1254
S023,2023-12-10,15199.36,14170.72,4016.39,10154.32,996
S024,2023-12-10,13407.01,12597.56,3597.44,9000.12,1002
S025,2023-12-10,11360.97,10631.78,2421.67,8210.11,682
S026,2023-12-10,11210.32,10463.76,2579.64,7884.12,748
S027,2023-12-10,17217.65,16026.31,3196.74,12829.57,1328
S028,2023-12-10,16368.07,15264.09,4064.26,11199.82,1165
S029,2023-12-10,11911.37,10956.48,2664.89,8291.58,823
S030,2023-12-10,15479.44,14441.67,3472.25,10969.42,1009
S031,2023-12-10,10737.13,9932.7,2061.84,7870.86,692
S032,2023-12-10,13249.64,12154.49,2667.33,9487.16,892
S033,2023-12-10,10986.31,10087.43,2008.13,8079.3,654
S034,2023-12-10,16475.04,15243.34,3287.02,11956.32,1069
S035,2023-12-10,16235.61,15060.52,3164.21,11896.3,1164
S036,2023-12-10,12868.08,11725.58,2625.36,9100.22,762
S037,2023-12-10,15998.21,14669.25,3842.24,10827.01,980
S038,2023-12-10,15981.27,14909.79,2887.5,12022.29,959
S039,2023-12-10,18720.95,17234.1,4640.95,12593.14,1415
S040,2023-12-10,20017.78,18665.67,4571.74,14093.93,1459
S041,2023-12-10,16674.53,15630.35,3331.02,12299.34,1017
S042,2023-12-10,14361.66,13295.53,3591.53,9703.99,970
S043,2023-12-10,15976.29,14794.69,3385.12,11409.58,1005
S044,2023-12-10,17674.6,16435.77,3836.1,12599.67,1139
S045,2023-12-10,13361.44,12223.31,2626.01,9597.29,906
S046,2023-12-10,15229.82,13930.19,2870.12,11060.06,989
S047,2023-12-10,12678.43,11900.46,2940.1,8960.36,816
S048,2023-12-10,13563.07,12609.67,3321.13,9288.53,986
S049,2023-12-10,17966.74,16450.4,4381.2,12069.2,1356
S050,2023-12-10,12906.75,12000.43,2393.77,9606.65,833
S001,2023-12-11,13756.51,12713.07,4534.24,8178.84,856
S002,2023-12-11,12685.15,11620.27,3711.78,7908.5,770
S003,2023-12-11,9029.53,8377.21,2385.37,5991.84,554
S004,2023-12-11,17476.45,16396.56,5883.59,10512.98,1049
S005,2023-12-11,14363.6,13103.94,4230.07,8873.86,854
S006,2023-12-11,17590.8,16200.31,5386.82,10813.49,1310
S007,2023-12-11,12645.95,11768.32,4039.83,7728.5,765
S008,2023-12-11,10760.74,9852.6,2734.54,7118.06,693
S009,2023-12-11,13668.54,12531.42,3445.6,9085.82,795
S010,2023-12-11,18870.14,17696.95,5684.59,12012.36,1316
S011,2023-12-11,10462.33,9734.25,2759.14,6975.11,663
S012,2023-12-11,13400.78,12508.02,3474.64,9033.38,809
S013,2023-12-11,15696.58,14287.75,5174.6,9113.15,937
S014,2023-12-11,18347.86,16790.45,5195.93,11594.53,1252
S015,2023-12-11,18476.67,16999.82,5888.64,11111.18,1204
S016,2023-12-11,14044.63,13179.32,4299.59,8879.72,880
S017,2023-12-11,16251.4,14855.12,5342.2,9512.92,1013
S018,2023-12-11,15671.28,14398.06,4215.73,10182.33,968
S019,2023-12-11,13850.2,12730.88,3442.79,9288.08,899
S020,2023-12-11,16389.9,15293.74,5147.03,10146.71,1015
S021,2023-12-11,13878.01,12902.03,4162.29,8739.74,925
S022,2023-12-11,18351.32,16732.23,5504.1,11228.13,1118
S023,2023-12-11,12610.92,11740.89,3701.3,8039.58,859
S024,2023-12-11,10761.85,10078.86,3193.92,6884.94,724
S025,2023-12-11,10703.66,9993.52,2939.93,7053.59,831
S026,2023-12-11,10162.3,9378.91,2807.86,6571.05,684
S027,2023-12-11,14289.92,13110.71,4003.4,9107.31,912
S028,2023-12-11,13072.36,12265.67,3542.74,8722.93,918
S029,2023-12-11,10463.08,9642.62,3460.14,6182.48,794
S030,2023-12-11,13165.24,12184.44,4291.35,7893.09,762
S031,2023-12-11,9797.94,8928.35,3008.36,5919.99,733
S032,2023-12-11,11689.56,10695.12,3039.65,7655.47,709
S033,2023-12-11,9338.02,8754.59,2918.24,5836.35,601
S034,2023-12-11,12965.06,11863.22,3580.93,8282.29,747
S035,2023-12-11,13357.1,12394.12,3544.9,8849.22,950
S036,2023-12-11,10701.69,9951.53,2815.16,7136.37,673
S037,2023-12-11,12980.29,11967.73,3515.15,8452.58,876
S038,2023-12-11,13522.77,12645.62,3768.84,8876.78,955
S039,2023-12-11,18157.02,16683.36,5595.09,11088.27,1151
S040,2023-12-11,18415.45,16879.39,4901.45,11977.93,1358
S041,2023-12-11,14577.26,13683.15,4329.36,9353.8,1021
S042,2023-12-11,13905.88,12926.81,3962.17,8964.64,847
S043,2023-12-11,14399.91,13150.79,3974.22,9176.57,906
S044,2023-12-11,14044.12,12911.15,4533.81,8377.34,993
S045,2023-12-11,12470.51,11419.47,3736.62,7682.85,891
S046,2023-12-11,12676.08,11656.46,3465.22,8191.25,945
S047,2023-12-11,11567.36,10651.0,3201.15,7449.85,820
S048,2023-12-11,11440.89,10709.71,3059.56,7650.15,726
S049,2023-12-11,15650.43,14569.48,5332.99,9236.5,913
S050,2023-12-11,11782.02,10829.93,3528.53,7301.41,837
S001,2023-12-12,13890.58,12999.52,4110.01,8889.51,932
S002,2023-12-12,13897.14,12736.64,4455.47,8281.17,866
S003,2023-12-12,9537.13,8878.88,2483.65,6395.23,592
S004,2023-12-12,17905.56,16803.3,5199.17,11604.14,1252
S005,2023-12-12,14906.91,14006.45,3981.37,10025.08,1081
S006,2023-12-12,17273.87,15794.56,5536.41,10258.15,1302
S007,2023-12-12,13010.1,11950.61,3967.99,7982.62,963
S008,2023-12-12,10929.6,9976.28,2785.58,7190.7,731
S009,2023-12-12,12722.47,11607.65,3239.98,8367.67,731
S010,2023-12-12,19909.23,18578.86,6482.48,12096.38,1246
S011,2023-12-12,10660.26,9756.37,2937.15,6819.22,653
S012,2023-12-12,12185.38,11332.84,3082.71,8250.12,922
S013,2023-12-12,14689.94,13593.9,4467.51,9126.39,880
S014,2023-12-12,17608.77,16199.79,5243.14,10956.64,1301
S015,2023-12-12,16956.63,15554.36,5531.53,10022.83,1137
S016,2023-12-12,15618.42,14532.45,5223.12,9309.33,940
S017,2023-12-12,17330.78,15980.34,5024.37,10955.97,1190
S018,2023-12-12,15512.48,14572.25,4039.6,10532.66,1188
S019,2023-12-12,15274.07,14248.71,4747.67,9501.04,930
S020,2023-12-12,15271.32,13911.66,4090.1,9821.56,1117
S021,2023-12-12,14442.4,13370.06,3656.94,9713.12,1078
S022,2023-12-12,18997.03,17654.08,5325.89,12328.18,1118
S023,2023-12-12,12733.18,11912.44,4196.64,7715.8,858
S024,2023-12-12,10823.14,9979.36,3010.7,6968.66,776
S025,2023-12-12,9539.61,8907.64,2426.01,6481.63,555
S026,2023-12-12,9623.24,8970.42,2716.49,6253.94,587
S027,2023-12-12,14461.68,13259.36,3903.08,9356.29,912
S028,2023-12-12,14256.54,13299.08,3892.3,9406.78,876
S029,2023-12-12,10681.34,9813.32,3528.8,6284.52,720
S030,2023-12-12,13039.24,12070.79,3925.77,8145.02,910
S031,2023-12-12,9982.66,9376.06,3169.9,6206.16,785
S032,2023-12-12,11698.8,10723.64,3058.32,7665.32,703
S033,2023-12-12,9649.05,8847.29,2589.49,6257.79,577
S034,2023-12-12,12584.8,11675.99,4163.9,7512.09,846
S035,2023-12-12,13558.88,12419.46,3376.45,9043.02,823
S036,2023-12-12,11044.35,10273.16,3785.68,6487.47,814
S037,2023-12-12,12705.71,11883.12,3513.66,8369.47,768
S038,2023-12-12,13983.58,12997.74,3779.34,9218.41,948
S039,2023-12-12,16989.32,15601.56,4400.67,11200.88,1133
S040,2023-12-12,18451.34,17276.45,4752.99,12523.45,1142
S041,2023-12-12,16007.87,14856.69,5006.74,9849.95,1012
S042,2023-12-12,12393.69,11400.26,3888.84,7511.42,763
S043,2023-12-12,14361.53,13363.98,4892.1,8471.88,912
S044,2023-12-12,13728.33,12688.83,3704.47,8984.37,944
S045,2023-12-12,11176.04,10469.42,3580.56,6888.86,695
S046,2023-12-12,13889.8,12975.83,3734.5,9241.34,921
S047,2023-12-12,11311.23,10403.64,2993.96,7409.68,741
S048,2023-12-12,11959.71,11162.41,3648.44,7513.97,738
S049,2023-12-12,15603.57,14215.86,4697.37,9518.49,952
S050,2023-12-12,11479.52,10493.79,3410.3,7083.5,801
S001,2023-12-13,13641.19,12778.7,3705.03,9073.67,894
S002,2023-12-13,13194.23,12064.06,3328.3,8735.76,841
S003,2023-12-13,10274.68,9469.35,3330.12,6139.24,704
S004,2023-12-13,16238.15,15176.1,5068.61,10107.49,1196
S005,2023-12-13,14715.3,13815.57,4481.26,9334.31,912
S006,2023-12-13,17910.13,16352.51,5056.68,11295.84,1073
S007,2023-12-13,13054.65,12098.48,3761.92,8336.55,838
S008,2023-12-13,11045.62,10116.02,2984.23,7131.79,825
S009,2023-12-13,12913.22,11846.5,3558.86,8287.64,842
S010,2023-12-13,18691.08,17450.05,6052.46,11397.59,1242
S011,2023-12-13,11336.74,10568.6,3042.47,7526.12,677
S012,2023-12-13,12818.14,11683.88,3437.48,8246.4,874
S013,2023-12-13,14916.43,14005.48,5043.74,8961.74,991
S014,2023-12-13,18431.64,17306.89,5266.2,12040.7,1194
S015,2023-12-13,18895.12,17613.8,6007.92,11605.88,1429
S016,2023-12-13,15717.51,14423.42,4401.35,10022.07,1155
S017,2023-12-13,15808.34,14597.54,5264.65,9332.89,1041
S018,2023-12-13,16941.44,15732.94,5222.25,10510.69,1009
S019,2023-12-13,14675.56,13375.54,4112.81,9262.73,1008
S020,2023-12-13,16106.81,14861.28,4745.3,10115.98,1067
S021,2023-12-13,13557.52,12623.99,4356.71,8267.28,1051
S022,2023-12-13,17273.02,16088.47,5430.52,10657.94,1039
S023,2023-12-13,12389.3,11622.32,3951.61,7670.71,827
S024,2023-12-13,11070.45,10199.48,3214.36,6985.12,743
S025,2023-12-13,9941.83,9214.26,3165.63,6048.63,619
S026,2023-12-13,10352.34,9504.22,3159.96,6344.26,700
S027,2023-12-13,14816.66,13734.93,4051.97,9682.96,936
S028,2023-12-13,13274.32,12211.74,3796.47,8415.27,992
S029,2023-12-13,10127.35,9303.63,2951.76,6351.87,703
S030,2023-12-13,13039.43,11956.23,4167.96,7788.26,902
S031,2023-12-13,9672.82,8846.17,3131.37,5714.81,572
S032,2023-12-13,11443.28,10682.51,3303.96,7378.55,871
S033,2023-12-13,9831.69,9234.25,3044.6,6189.65,762
S034,2023-12-13,12695.5,11790.57,3323.59,8466.98,959
S035,2023-12-13,13893.97,12687.24,4291.79,8395.44,964
S036,2023-12-13,11722.65,10928.75,3472.51,7456.24,703
S037,2023-12-13,13991.57,12796.72,4005.67,8791.05,853
S038,2023-12-13,13044.42,11978.65,3388.11,8590.54,850
S039,2023-12-13,16454.53,15237.66,4247.45,10990.22,1160
S040,2023-12-13,18007.42,16755.41,5730.98,11024.43,1103
S041,2023-12-13,14189.96,13278.61,3693.38,9585.22,874
S042,2023-12-13,12649.98,11737.56,3180.03,8557.53,768
S043,2023-12-13,14580.93,13421.97,4126.4,9295.57,843
S044,2023-12-13,14106.03,13040.97,4654.52,8386.45,1054
S045,2023-12-13,11349.17,10476.63,2928.99,7547.64,847
S046,2023-12-13,13874.7,12933.61,3783.23,9150.38,1020
S047,2023-12-13,11480.23,10751.05,3646.85,7104.21,701
S048,2023-12-13,11599.06,10830.0,3172.22,7657.78,707
S049,2023-12-13,16406.99,15190.03,4230.52,10959.51,1141
S050,2023-12-13,12054.85,11083.69,3153.95,7929.74,719
S001,2023-12-14,13357.9,12157.27,3600.51,8556.76,852
S002,2023-12-14,12730.18,11846.18,4227.17,7619.01,791
S003,2023-12-14,9925.28,9185.47,3110.15,6075.32,675
S004,2023-12-14,16055.45,14912.89,4297.43,10615.47,1071
S005,2023-12-14,15429.82,14398.03,4390.64,10007.39,1008
S006,2023-12-14,18787.34,17534.39,5184.41,12349.98,1243
S007,2023-12-14,12434.16,11595.21,4126.81,7468.39,848
S008,2023-12-14,10120.25,9359.25,2838.05,6521.2,682
S009,2023-12-14,13691.73,12636.45,4200.7,8435.75,958
S010,2023-12-14,18617.43,17330.23,5041.66,12288.57,1214
S011,2023-12-14,11382.32,10603.44,3224.48,7378.96,712
S012,2023-12-14,12551.96,11525.96,3527.18,7998.79,813
S013,2023-12-14,14403.83,13144.89,4544.06,8600.83,851
S014,2023-12-14,17637.82,16295.25,4487.36,11807.89,1038
S015,2023-12-14,17360.06,15877.38,5213.26,10664.13,1082
S016,2023-12-14,15835.77,14581.5,4037.03,10544.47,948
S017,2023-12-14,16936.85,15644.25,4720.69,10923.55,1030
S018,2023-12-14,16078.39,14864.29,4586.09,10278.2,937
S019,2023-12-14,14209.84,13329.46,4054.13,9275.33,1081
S020,2023-12-14,16732.74,15612.83,4264.98,11347.85,1200
S021,2023-12-14,13464.38,12582.96,3997.15,8585.81,912
S022,2023-12-14,17800.63,16406.11,4883.62,11522.5,1140
S023,2023-12-14,13613.54,12460.97,3893.74,8567.23,811
S024,2023-12-14,10875.54,9923.12,2974.44,6948.68,803
S025,2023-12-14,10674.94,9953.41,3028.49,6924.92,686
S026,2023-12-14,9322.49,8706.62,2409.51,6297.11,558
S027,2023-12-14,15643.51,14651.06,5052.56,9598.5,949
S028,2023-12-14,13609.8,12463.17,3486.11,8977.05,865
S029,2023-12-14,10575.54,9906.03,2915.38,6990.65,805
S030,2023-12-14,14299.33,13190.22,4738.57,8451.65,1073
S031,2023-12-14,9293.92,8462.3,2728.12,5734.18,629
S032,2023-12-14,11743.32,11028.33,3011.09,8017.24,691
S033,2023-12-14,10153.62,9257.76,3257.63,6000.13,641
S034,2023-12-14,13024.05,12009.35,3574.75,8434.6,916
S035,2023-12-14,12898.37,11765.13,3376.36,8388.77,734
S036,2023-12-14,11693.36,10965.3,4018.51,6946.79,699
S037,2023-12-14,12382.03,11501.61,3620.34,7881.27,825
S038,2023-12-14,13057.44,12114.54,4230.47,7884.07,811
S039,2023-12-14,17602.78,16261.37,5867.17,10394.2,1017
S040,2023-12-14,18092.99,16714.25,4633.1,12081.16,1198
S041,2023-12-14,15966.18,14934.25,4942.46,9991.79,1011
S042,2023-12-14,12603.83,11846.66,3984.81,7861.85,867
S043,2023-12-14,13501.4,12467.51,3699.2,8768.31,901
S044,2023-12-14,15094.26,14164.61,4697.24,9467.37,1079
S045,2023-12-14,11684.12,10716.6,3187.35,7529.25,797
S046,2023-12-14,13001.72,12160.82,4444.64,7716.18,975
S047,2023-12-14,10961.09,10025.42,3210.88,6814.54,686
S048,2023-12-14,11974.04,11255.58,3935.82,7319.75,889
S049,2023-12-14,15768.03,14798.19,5015.83,9782.36,1208
S050,2023-12-14,11140.93,10222.89,2928.88,7294.01,836
S001,2023-12-15,13841.06,12858.44,4314.39,8544.05,946
S002,2023-12-15,14891.97,13929.79,4193.37,9736.42,1026
S003,2023-12-15,9917.23,9277.64,2862.26,6415.38,731
S004,2023-12-15,19807.8,18251.36,5935.45,12315.91,1178
S005,2023-12-15,15258.59,14273.46,4214.11,10059.35,982
S006,2023-12-15,20534.88,18710.71,6508.39,12202.33,1187
S007,2023-12-15,14708.41,13556.84,4387.86,9168.98,924
S008,2023-12-15,12224.14,11197.83,3237.61,7960.23,741
S009,2023-12-15,13975.95,12868.01,3907.01,8961.0,1040
S010,2023-12-15,19547.05,18263.73,5316.68,12947.04,1168
S011,2023-12-15,12677.66,11887.06,4326.95,7560.11,809
S012,2023-12-15,14873.56,13894.92,3987.47,9907.45,975
S013,2023-12-15,16492.61,15193.18,4967.22,10225.95,1136
S014,2023-12-15,20203.95,18974.97,6856.76,12118.21,1383
S015,2023-12-15,20096.97,18293.74,5428.52,12865.22,1367
S016,2023-12-15,16720.6,15634.94,4298.45,11336.49,1172
S017,2023-12-15,19125.79,17738.67,5510.85,12227.83,1209
S018,2023-12-15,17173.98,15924.92,5710.7,10214.22,1279
S019,2023-12-15,16338.24,14995.16,4327.52,10667.64,939
S020,2023-12-15,17446.95,16044.99,5914.04,10130.95,1016
S021,2023-12-15,15366.89,13999.9,4956.14,9043.77,1156
S022,2023-12-15,21070.01,19292.65,6426.7,12865.96,1426
S023,2023-12-15,13867.63,12776.69,4074.36,8702.33,929
S024,2023-12-15,12383.7,11441.3,3171.95,8269.35,868
S025,2023-12-15,10674.37,9941.63,2748.98,7192.64,675
S026,2023-12-15,11022.48,10195.43,3368.88,6826.55,796
S027,2023-12-15,16392.35,15266.93,5210.01,10056.92,1240
S028,2023-12-15,15093.71,14116.34,4543.13,9573.22,1126
S029,2023-12-15,12290.19,11383.56,4025.01,7358.55,746
S030,2023-12-15,14918.02,13664.1,4604.01,9060.09,946
S031,2023-12-15,11106.78,10306.9,3141.35,7165.56,699
S032,2023-12-15,13369.24,12454.17,4324.9,8129.27,907
S033,2023-12-15,10163.34,9475.27,2870.77,6604.5,605
S034,2023-12-15,15371.48,14325.45,4033.28,10292.17,963
S035,2023-12-15,14897.31,13653.87,4949.95,8703.91,902
S036,2023-12-15,12874.38,12025.72,3424.98,8600.73,858
S037,2023-12-15,14254.02,13359.22,4567.62,8791.6,953
S038,2023-12-15,15366.88,14318.23,4307.18,10011.05,1161
S039,2023-12-15,18138.57,16609.56,5187.06,11422.49,1275
S040,2023-12-15,19491.54,17831.98,5938.67,11893.31,1322
S041,2023-12-15,17660.77,16460.87,5477.06,10983.81,1345
S042,2023-12-15,14835.71,13755.69,4057.43,9698.26,952
S043,2023-12-15,15602.67,14504.22,4098.43,10405.79,954
S044,2023-12-15,15906.88,14817.28,4708.61,10108.66,1203
S045,2023-12-15,13324.78,12457.6,3646.83,8810.76,937
S046,2023-12-15,14098.2,13045.86,3724.44,9321.42,830
S047,2023-12-15,13289.86,12153.35,3559.28,8594.07,990
S048,2023-12-15,13439.15,12490.15,3561.27,8928.89,795
S049,2023-12-15,17806.11,16733.87,6117.8,10616.06,1131
S050,2023-12-15,13284.87,12192.42,3518.85,8673.57,776
S001,2023-12-16,16004.54,14700.35,3521.24,11179.11,1168
S002,2023-12-16,15125.21,14111.86,2704.75,11407.11,1129
S003,2023-12-16,11771.42,10976.2,2972.09,8004.12,722
S004,2023-12-16,21014.0,19327.25,5011.26,14316.0,1509
S005,2023-12-16,17003.84,15979.29,3064.0,12915.29,1001
S006,2023-12-16,21124.67,19503.12,4952.37,14550.75,1363
S007,2023-12-16,15092.15,14165.99,3998.66,10167.33,1113
S008,2023-12-16,12348.81,11592.96,2850.43,8742.53,795
S009,2023-12-16,17013.29,15571.65,4085.08,11486.57,1114
S010,2023-12-16,22570.32,20572.85,4489.8,16083.05,1443
S011,2023-12-16,12506.16,11409.25,2713.03,8696.22,865
S012,2023-12-16,16079.39,14931.47,3293.34,11638.13,949
S013,2023-12-16,18874.71,17426.08,4121.09,13304.99,1175
S014,2023-12-16,21409.34,19504.92,5553.56,13951.36,1542
S015,2023-12-16,22436.95,21037.65,5280.83,15756.82,1387
S016,2023-12-16,18960.5,17425.66,4047.31,13378.35,1232
S017,2023-12-16,19524.3,18038.19,4655.42,13382.77,1342
S018,2023-12-16,19237.86,17713.22,3962.73,13750.49,1361
S019,2023-12-16,18667.88,17358.82,3488.5,13870.32,1209
S020,2023-12-16,19144.48,17834.9,5063.05,12771.84,1292
S021,2023-12-16,16738.73,15569.11,2977.61,12591.5,1017
S022,2023-12-16,23170.03,21393.04,5528.63,15864.41,1391
S023,2023-12-16,15180.18,14015.66,3625.83,10389.84,1152
S024,2023-12-16,13934.28,12701.92,3516.44,9185.48,920
S025,2023-12-16,12955.5,12010.45,2625.75,9384.71,802
S026,2023-12-16,11917.95,10875.05,2928.45,7946.6,841
S027,2023-12-16,18214.78,16660.39,4036.9,12623.48,1197
S028,2023-12-16,16897.4,15499.68,3068.92,12430.77,1168
S029,2023-12-16,13262.37,12306.93,2614.73,9692.2,854
S030,2023-12-16,16782.59,15333.65,4246.17,11087.48,975
S031,2023-12-16,11777.75,10837.7,2833.12,8004.58,724
S032,2023-12-16,14539.59,13423.24,3620.72,9802.52,885
S033,2023-12-16,12390.13,11589.07,3067.18,8521.89,827
S034,2023-12-16,16026.94,14757.31,4206.74,10550.57,1061
S035,2023-12-16,15291.32,14339.08,3131.33,11207.75,1125
S036,2023-12-16,13884.9,12817.25,2936.52,9880.74,847
S037,2023-12-16,15470.98,14185.16,3983.33,10201.82,880
S038,2023-12-16,16499.03,15190.85,3273.99,11916.86,1012
S039,2023-12-16,19695.93,18148.73,4854.2,13294.53,1296
S040,2023-12-16,19964.16,18247.69,5146.1,13101.59,1499
S041,2023-12-16,17424.36,16044.24,3872.73,12171.5,1153
S042,2023-12-16,15916.84,14877.37,3726.14,11151.23,1197
S043,2023-12-16,16319.61,15296.29,4191.2,11105.09,1237
S044,2023-12-16,16560.94,15344.24,4314.82,11029.42,1110
S045,2023-12-16,14612.49,13411.13,3508.17,9902.97,1054
S046,2023-12-16,15617.02,14237.9,3997.28,10240.62,1016
S047,2023-12-16,13574.69,12685.93,2537.12,10148.81,850
S048,2023-12-16,14438.89,13465.6,3885.86,9579.74,893
S049,2023-12-16,18544.09,17098.74,4634.53,12464.2,1425
S050,2023-12-16,13888.04,13017.26,3736.41,9280.85,838
S001,2023-12-17,14760.68,13563.15,3800.4,9762.75,998
S002,2023-12-17,16103.29,15066.79,3061.8,12004.99,975
S003,2023-12-17,10906.32,10171.6,2268.93,7902.68,692
S004,2023-12-17,20173.2,18575.07,4320.93,14254.13,1350
S005,2023-12-17,16273.6,15205.3,3196.47,12008.83,1097
S006,2023-12-17,22515.55,20653.63,4107.08,16546.55,1620
S007,2023-12-17,15866.74,14465.98,4020.94,10445.04,1187
S008,2023-12-17,12328.87,11481.2,2410.96,9070.24,870
S009,2023-12-17,16133.62,15132.77,4225.66,10907.12,1083
S010,2023-12-17,23664.48,21695.29,4751.46,16943.83,1702
S011,2023-12-17,12418.25,11383.28,2836.56,8546.72,799
S012,2023-12-17,15023.89,13758.67,3767.5,9991.17,1145
S013,2023-12-17,16972.1,15524.33,3568.18,11956.15,1101
S014,2023-12-17,21075.03,19348.61,4448.71,14899.89,1609
S015,2023-12-17,22481.43,20840.46,4017.68,16822.78,1508
S016,2023-12-17,18332.56,16698.85,4393.82,12305.03,1071
S017,2023-12-17,20158.83,18479.75,3766.93,14712.82,1288
S018,2023-12-17,18500.0,16964.73,3392.77,13571.96,1160
S019,2023-12-17,16974.85,15688.34,4241.16,11447.18,1137
S020,2023-12-17,18128.72,16925.86,4611.3,12314.56,1381
S021,2023-12-17,16234.53,15201.35,3539.64,11661.71,1115
S022,2023-12-17,21060.97,19536.78,3956.18,15580.6,1589
S023,2023-12-17,14801.23,13584.48,3670.74,9913.74,879
S024,2023-12-17,11976.96,10958.04,2440.65,8517.39,733
S025,2023-12-17,12503.38,11412.14,2220.33,9191.81,780
S026,2023-12-17,11749.53,10825.52,2473.74,8351.78,806
S027,2023-12-17,16746.67,15737.36,3275.51,12461.85,1072
S028,2023-12-17,16760.79,15702.78,3094.19,12608.59,1097
S029,2023-12-17,13245.55,12224.7,2438.15,9786.56,778
S030,2023-12-17,17487.5,16131.43,3451.0,12680.43,1213
S031,2023-12-17,10952.72,10250.21,2437.98,7812.23,769
S032,2023-12-17,14215.16,13150.61,3140.13,10010.49,956
S033,2023-12-17,11129.52,10188.2,2758.78,7429.42,797
S034,2023-12-17,15905.67,14588.46,3408.96,11179.5,1053
S035,2023-12-17,16155.74,14929.26,2966.74,11962.53,1207
S036,2023-12-17,13683.79,12454.36,3294.19,9160.16,1036
S037,2023-12-17,15134.35,14142.37,3541.15,10601.22,937
